"Node","Matches"
"PMULTs.sa142.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa142.a[12:0]', 11, 0)]"
"PMULTs.sa43.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa43.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa43.a[12:0]', 11, 0)]"
"PMULTs.sa108.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa108.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa108.a[12:0]', 10, 0)]"
"PMULTs.sa151.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa151.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa151.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa151.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa151.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa205.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa205.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa205.a[12:0]', 11, 0)]"
"PMULTs.sa20.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa40.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa40.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa40.a[12:0]', 11, 0)]"
"PMULTs.sa100.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.a[12:0]', 11, 0)]"
"PMULTs.sa104.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa104.a[12:0]', 11, 0)]"
"PMULTs.sa138.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa138.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa138.a[12:0]', 10, 0)]"
"187:IF","[]"
"PMULTs.sa48.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa48.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa48.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa48.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa48.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa49.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa49.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa49.a[12:0]', 10, 0)]"
"PMULTs.sa119.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa119.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa119.a[12:0]', 10, 0)]"
"PMULTs.sa168.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa168.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa168.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa168.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa168.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa154.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa154.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa154.a[12:0]', 10, 0)]"
"PMULTs.sa27.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa27.ax5[12:0]', 12, 0)]"
"PMULTs.sa20.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa20.a[12:0]', 11, 0)]"
"PMULTs.sa66.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa66.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa66.a[12:0]', 11, 0)]"
"PMULTs.sa69.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa69.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa69.a[12:0]', 11, 0)]"
"227:BL
shift_secret <= 1'b1;
bram_address_inc <= 1'b1;
poly_load <= 0;
poly_shift <= 1;
rst_buffer_counter <= 0;
rst_mult_counter <= 0;","[('poly_mul256_parallel_in2_bench.uut.shift_secret', 0, 0), ('poly_mul256_parallel_in2_bench.uut.bram_address_inc', 0, 0), ('poly_mul256_parallel_in2_bench.uut.poly_load', 0, 0), ('poly_mul256_parallel_in2_bench.uut.poly_shift', 0, 0), ('poly_mul256_parallel_in2_bench.uut.rst_buffer_counter', 0, 0), ('poly_mul256_parallel_in2_bench.uut.rst_mult_counter', 0, 0)]"
"PMULTs.sa87.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa87.ax5[12:0]', 12, 0)]"
"252:CA","[]"
"PMULTs.sa88.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa88.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa88.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa88.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa88.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa130.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa130.ax5[12:0]', 12, 0)]"
"PMULTs.sa234.714:AS
ax3 = a + { a[11:0], 1'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa234.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa234.a[12:0]', 11, 0)]"
"PMULTs.sa194.748:AS
result = (s[3])? Ri - a_mul_s : Ri + a_mul_s;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa194.result[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa194.s[3:0]', 3, 3), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa194.Ri[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa194.a_mul_s[12:0]', 12, 0)]"
"PMULTs.sa220.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa220.ax5[12:0]', 12, 0)]"
"PMULTs.sa36.716:AS
ax5 = a + { a[10:0], 2'b0 };","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa36.ax5[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa36.a[12:0]', 10, 0)]"
"PMULTs.sa100.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa100.ax5[12:0]', 12, 0)]"
"PMULTs.sa18.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa18.ax5[12:0]', 12, 0)]"
"PMULTs.sa120.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa120.ax5[12:0]', 12, 0)]"
"PMULTs.sa131.729:AS
a_mul_s = (s[2:0] == 3'd0)? 13'd0 :
(s[2:0] == 3'd1)? a :
(s[2:0] == 3'd2)? { a[11:0], 1'b0 } :
(s[2:0] == 3'd3)? ax3 :
(s[2:0] == 3'd4)? { a[10:0], 2'b0 } : ax5;","[('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.a_mul_s[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.s[3:0]', 2, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.a[12:0]', 11, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.ax3[12:0]', 12, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.a[12:0]', 10, 0), ('poly_mul256_parallel_in2_bench.uut.PMULTs.sa131.ax5[12:0]', 12, 0)]"
"245:CA","[]"
