sig_key,width,toggles
AES_PPRM1_bench.KD[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.KE[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.Kin[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.Krdy,1,4
AES_PPRM1_bench.PT[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.RSTn,1,1
AES_PPRM1_bench.AES_PPRM1.BSY,1,4
AES_PPRM1_bench.AES_PPRM1.CLK,1,40055
AES_PPRM1_bench.AES_PPRM1.Din[127:0],128,0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1
AES_PPRM1_bench.AES_PPRM1.Dout[127:0],128,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11 10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13 11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7 6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.Drdy,1,4
AES_PPRM1_bench.AES_PPRM1.Dvld_D,1,0
AES_PPRM1_bench.AES_PPRM1.Dvld_tmp,1,3
AES_PPRM1_bench.AES_PPRM1.EN,1,1
AES_PPRM1_bench.AES_PPRM1.EN_D,1,0
AES_PPRM1_bench.AES_PPRM1.EN_E,1,1
AES_PPRM1_bench.AES_PPRM1.Kin[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.AES_PPRM1.Krdy,1,4
AES_PPRM1_bench.AES_PPRM1.Kvld_D,1,0
AES_PPRM1_bench.AES_PPRM1.Kvld_tmp,1,1
AES_PPRM1_bench.AES_PPRM1.RSTn,1,1
AES_PPRM1_bench.AES_PPRM1.Kvld_E,1,1
AES_PPRM1_bench.AES_PPRM1.Kvld,1,2
AES_PPRM1_bench.AES_PPRM1.Dvld_E,1,3
AES_PPRM1_bench.AES_PPRM1.Dvld,1,4
AES_PPRM1_bench.AES_PPRM1.Dout_E[127:0],128,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11 10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13 11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7 6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.BSY_E,1,4
AES_PPRM1_bench.AES_PPRM1.Dvld_reg,1,3
AES_PPRM1_bench.AES_PPRM1.Kvld_reg,1,1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.CLK,1,40055
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Din[127:0],128,0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dout[127:0],128,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11 10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13 11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7 6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Drdy,1,4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EN,1,1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kin[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krdy,1,4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.RSTn,1,1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kvld,1,1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Knext[127:0],128,5 16 13 13 4 5 12 12 13 9 8 12 17 8 8 9 16 8 16 13 12 17 17 17 13 16 16 9 5 17 13 12 9 12 9 17 4 16 16 8 13 9 12 16 13 9 12 16 12 8 12 13 8 12 16 17 9 12 12 17 17 12 8 13 17 12 17 9 5 8 8 12 13 5 8 12 8 17 8 13 12 12 12 13 13 12 13 13 17 8 12 13 12 8 13 16 13 16 17 13 8 9 8 8 9 9 4 12 9 12 16 12 12 8 12 13 12 17 12 13 13 8 8 13 13 13 8 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvld,1,3
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dnext[127:0],128,14 12 10 8 11 11 10 9 12 12 13 9 12 13 7 10 10 10 9 12 14 11 12 10 9 9 11 8 11 16 14 11 10 15 12 14 9 9 9 6 11 9 7 12 10 12 11 7 12 11 14 10 11 11 10 10 11 15 7 8 12 10 6 12 13 12 14 11 14 9 16 12 11 12 13 13 10 8 11 11 8 8 9 8 11 13 12 9 13 12 11 4 9 11 15 7 7 13 11 13 11 9 10 7 11 9 11 10 12 9 10 8 9 12 10 11 11 10 13 13 12 12 11 8 12 6 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSY,1,4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSYrg,1,4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Drg[127:0],128,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11 10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13 11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7 6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg,1,3
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krg[127:0],128,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0],128,4 16 8 12 4 4 16 12 12 8 8 12 16 4 8 9 12 8 16 16 12 16 17 16 12 16 16 12 8 20 13 9 8 12 8 16 4 21 16 8 16 8 12 16 12 5 12 17 8 12 12 12 8 17 13 12 8 12 12 16 16 13 9 13 20 16 16 12 5 8 12 12 12 4 8 12 13 20 12 13 12 12 12 12 13 12 13 12 16 8 12 12 13 8 13 13 12 16 12 12 9 9 8 8 8 8 8 12 9 13 16 13 12 8 16 12 17 17 13 12 16 12 8 12 13 13 9 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kvldrg,1,1
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0],10,4 8 8 8 8 8 8 8 4 4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.Rrg[9:0],10,4 8 8 8 8 8 8 8 4 4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.di[127:0],128,14 11 10 8 11 11 9 9 10 11 11 9 12 10 7 11 9 10 9 12 11 11 12 10 10 9 8 8 12 16 13 11 10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13 11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7 6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.do[127:0],128,14 12 10 8 11 11 10 9 12 12 13 9 12 13 7 10 10 10 9 12 14 11 12 10 9 9 11 8 11 16 14 11 10 15 12 14 9 9 9 6 11 9 7 12 10 12 11 7 12 11 14 10 11 11 10 10 11 15 7 8 12 10 6 12 13 12 14 11 14 9 16 12 11 12 13 13 10 8 11 11 8 8 9 8 11 13 12 9 13 12 11 4 9 11 15 7 7 13 11 13 11 9 10 7 11 9 11 10 12 9 10 8 9 12 10 11 11 10 13 13 12 12 11 8 12 6 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0],128,4 16 8 12 4 4 16 12 12 8 8 12 16 4 8 9 12 8 16 16 12 16 17 16 12 16 16 12 8 20 13 9 8 12 8 16 4 21 16 8 16 8 12 16 12 5 12 17 8 12 12 12 8 17 13 12 8 12 12 16 16 13 9 13 20 16 16 12 5 8 12 12 12 4 8 12 13 20 12 13 12 12 12 12 13 12 13 12 16 8 12 12 13 8 13 13 12 16 12 12 9 9 8 8 8 8 8 12 9 13 16 13 12 8 16 12 17 17 13 12 16 12 8 12 13 13 9 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.sr[127:0],128,9 11 7 12 14 11 9 7 11 14 7 11 7 13 10 10 11 7 14 11 10 11 9 10 11 8 8 6 11 7 7 8 11 13 8 10 14 11 11 10 11 17 8 9 11 9 10 14 16 11 11 10 12 11 4 11 11 12 6 12 7 8 13 9 8 9 5 13 9 13 8 10 11 11 8 11 10 8 15 10 11 11 12 7 10 10 7 11 10 10 7 8 11 15 10 11 11 12 10 12 12 12 12 14 12 6 11 9 10 8 14 11 11 13 8 10 5 14 7 10 10 14 13 12 11 7 11 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.so[31:0],32,13 12 13 13 12 9 8 12 9 17 8 12 9 12 12 12 16 12 4 13 12 5 8 9 13 12 8 9 13 9 12 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.sb[127:0],128,9 11 7 12 14 11 9 7 12 6 11 9 10 8 14 11 11 11 12 7 10 10 7 11 11 12 6 12 7 8 13 9 11 13 8 10 14 11 11 10 11 14 7 11 7 13 10 10 11 13 8 10 5 14 7 10 10 10 7 8 11 15 10 11 8 9 5 13 9 13 8 10 11 17 8 9 11 9 10 14 11 7 14 11 10 11 9 10 10 14 13 12 11 7 11 7 11 12 10 12 12 12 12 14 11 11 8 11 10 8 15 10 16 11 11 10 12 11 4 11 11 8 8 6 11 7 7 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.mx[127:0],128,10 9 14 11 12 12 13 12 10 7 7 12 11 10 11 13 12 11 15 10 8 5 12 9 10 11 12 9 11 7 9 11 10 10 10 8 12 11 9 8 10 11 14 6 10 10 12 11 12 13 10 13 14 11 11 14 11 11 9 8 10 11 8 13 10 11 9 12 11 6 13 13 9 12 12 4 12 12 12 16 12 13 9 8 8 7 10 10 7 15 10 11 9 9 13 9 9 8 9 10 9 9 14 7 13 8 8 10 13 10 12 8 6 13 14 10 11 13 5 9 10 10 9 7 11 15 13 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ko[127:0],128,5 16 13 13 4 5 12 12 13 9 8 12 17 8 8 9 16 8 16 13 12 17 17 17 13 16 16 9 5 17 13 12 9 12 9 17 4 16 16 8 13 9 12 16 13 9 12 16 12 8 12 13 8 12 16 17 9 12 12 17 17 12 8 13 17 12 17 9 5 8 8 12 13 5 8 12 8 17 8 13 12 12 12 13 13 12 13 13 17 8 12 13 12 8 13 16 13 16 17 13 8 9 8 8 9 9 4 12 9 12 16 12 12 8 12 13 12 17 12 13 13 8 8 13 13 13 8 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.rcon.x[9:0],10,4 8 8 8 8 8 8 8 4 4
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0],8,7 8 15 14 11 9 11 15
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0],8,13 11 7 12 12 13 12 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0],8,13 9 9 13 9 12 13 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0],8,9 10 13 11 12 8 14 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.x[31:0],32,11 12 10 12 12 12 12 14 12 6 11 9 10 8 14 11 11 13 8 10 5 14 7 10 10 14 13 12 11 7 11 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.y[31:0],32,9 8 9 10 9 9 14 7 13 8 8 10 13 10 12 8 6 13 14 10 11 13 5 9 10 10 9 7 11 15 13 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0],8,11 12 10 12 12 12 12 14
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0],8,12 6 11 9 10 8 14 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0],8,11 13 8 10 5 14 7 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0],8,10 14 13 12 11 7 11 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0],8,8 9 10 7 14 6 14 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0],8,15 13 13 9 7 9 7 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0],8,16 8 12 12 6 10 12 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0],8,13 10 7 8 13 9 11 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.x[31:0],32,8 9 5 13 9 13 8 10 11 11 8 11 10 8 15 10 11 11 12 7 10 10 7 11 10 10 7 8 11 15 10 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.y[31:0],32,10 11 9 12 11 6 13 13 9 12 12 4 12 12 12 16 12 13 9 8 8 7 10 10 7 15 10 11 9 9 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0],8,8 9 5 13 9 13 8 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0],8,11 11 8 11 10 8 15 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0],8,11 11 12 7 10 10 7 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0],8,10 10 7 8 11 15 10 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b0[7:0],8,12 11 10 8 11 11 10 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b1[7:0],8,7 13 11 8 11 11 11 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b2[7:0],8,7 10 7 13 13 14 12 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b3[7:0],8,10 8 12 13 9 10 9 12
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.x[31:0],32,11 13 8 10 14 11 11 10 11 17 8 9 11 9 10 14 16 11 11 10 12 11 4 11 11 12 6 12 7 8 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.y[31:0],32,10 10 10 8 12 11 9 8 10 11 14 6 10 10 12 11 12 13 10 13 14 11 11 14 11 11 9 8 10 11 8 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a3[7:0],8,11 13 8 10 14 11 11 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a2[7:0],8,11 17 8 9 11 9 10 14
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a1[7:0],8,16 11 11 10 12 11 4 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a0[7:0],8,13 10 4 12 9 6 13 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0],8,10 7 9 8 9 8 12 9
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0],8,10 11 10 11 11 8 12 14
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0],8,8 13 13 14 11 10 13 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0],8,10 11 14 9 11 12 13 13
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.x[31:0],32,9 11 7 12 14 11 9 7 11 14 7 11 7 13 10 10 11 7 14 11 10 11 9 10 11 8 8 6 11 7 7 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.y[31:0],32,10 9 14 11 12 12 13 12 10 7 7 12 11 10 11 13 12 11 15 10 8 5 12 9 10 11 12 9 11 7 9 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0],8,9 11 7 12 14 11 9 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0],8,11 14 7 11 7 13 10 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0],8,11 7 14 11 10 11 9 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0],8,11 8 8 6 9 7 9 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.x[31:0],32,6 13 11 12 12 8 11 8 11 9 10 10 11 8 11 8 9 12 11 8 11 11 15 11 9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.y[31:0],32,11 12 10 12 12 12 12 14 11 11 8 11 10 8 15 10 16 11 11 10 12 11 4 11 11 8 8 6 11 7 7 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox0.x[7:0],8,9 12 10 9 11 6 13 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox0.y[7:0],8,11 8 8 6 9 7 9 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox1.x[7:0],8,11 10 9 8 11 11 17 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox1.y[7:0],8,16 11 11 10 12 11 4 11
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox2.x[7:0],8,11 9 10 10 11 8 11 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox2.y[7:0],8,11 11 8 11 10 8 15 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox3.x[7:0],8,6 13 11 12 12 8 11 8
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB0.Sbox3.y[7:0],8,11 12 10 12 12 12 12 14
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.x[31:0],32,11 11 12 11 14 9 15 10 11 9 13 12 11 8 10 10 9 8 10 8 10 13 12 10 10 12 12 4 10 8 14 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.y[31:0],32,8 9 5 13 9 13 8 10 11 17 8 9 11 9 10 14 11 7 14 11 10 11 9 10 10 14 13 12 11 7 11 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox0.x[7:0],8,10 12 12 4 10 8 14 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox0.y[7:0],8,10 14 13 12 11 7 11 7
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox1.x[7:0],8,9 8 10 8 10 13 12 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox1.y[7:0],8,11 7 14 11 10 11 9 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox2.x[7:0],8,11 9 13 12 11 8 10 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox2.y[7:0],8,11 17 8 9 11 9 10 14
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox3.x[7:0],8,11 11 12 11 14 9 15 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB1.Sbox3.y[7:0],8,8 9 5 13 9 13 8 10
AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.SB2.x[31:0],32,10 14 10 13 9 9 9 7 10 8 7 11 10 14 12 7 10 10 13 10 12 12 11 9 10 13 7 9 12 10 6 13
