"Node","Matches"
"SEQ_BLK.START_MM.432:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_MM.rgt', 0, 0)]"
"SEQ_BLK.START_O.Leaf_428:AL","[]"
"SEQ_BLK.MONTMULT_SEQ.503:AL","[]"
"SEQ_BLK.Cp_SEQ.752:NS
pc <= { pc[2:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 3, 0), ('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 2, 0)]"
"SEQ_BLK.MONTMULT_SEQ.543:NS
pc <= 28'b0000010000000000000000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"67:AL","[]"
"SEQ_BLK.START_C.434:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_C.rgt', 0, 0)]"
"SEQ_BLK.MONTREDC_SEQ.652:BL","[]"
"SEQ_BLK.LOOP_CON.889:NS
i_me <= 10'b0000000000;","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.i_me[9:0]', 9, 0)]"
"SEQ_BLK.INVN_SEQ.709:NS
pc <= { pc[5:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 6, 0), ('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 5, 0)]"
"SEQ_BLK.ONE_SEQ.788:NS
pc <= 5'b00000;","[('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 4, 0)]"
"SEQ_BLK.MODEXP_SEQ.464:NS
pc <= { pc[10:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0), ('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 10, 0)]"
"MEM0.155:IF","[]"
"SEQ_BLK.START_MM.429:IF","[]"
"MULT_BLK.REG_Z.Leaf_1054:AL","[]"
"MULT_BLK.REG_Y.1060:NS
q <= d;","[('RSA_tb.RSA.MULT_BLK.REG_Y.q[31:0]', 31, 0), ('RSA_tb.RSA.MULT_BLK.REG_Y.d[31:0]', 31, 0)]"
"SEQ_BLK.MONTREDC_SEQ.627:NS
pc <= 11'b00000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0)]"
"MULT_BLK.REG_Z.1059:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.625:AL","[]"
"SEQ_BLK.MONTREDC_SEQ.637:IF","[]"
"SEQ_BLK.306:BL
state <= DATA_GET;
InOutMem <= 2'b10;
Dvldrg <= 1'b0;
Kvldrg_tmp <= 1'b0;
Mvldrg_tmp <= 1'b0;
Rst <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.state[2:0]', 2, 0), ('RSA_tb.RSA.SEQ_BLK.InOutMem[1:0]', 1, 0), ('RSA_tb.RSA.SEQ_BLK.Dvldrg', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Kvldrg_tmp', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Mvldrg_tmp', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Rst', 0, 0)]"
"SEQ_BLK.Cp_SEQ.750:NS
pc <= 4'b0001;","[('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 3, 0)]"
"SEQ_BLK.370:NS
msb <= exp;","[('RSA_tb.RSA.SEQ_BLK.msb', 0, 0), ('RSA_tb.RSA.SEQ_BLK.exp', 0, 0)]"
"SEQ_BLK.342:AL","[]"
"SEQ_BLK.Leaf_342:AL","[]"
"SEQ_BLK.MODEXP_SEQ.474:IF","[]"
"SEQ_BLK.Cp_SEQ.755:NS
pc <= { pc[2:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 3, 0), ('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 2, 0)]"
"SEQ_BLK.MONTMULT_SEQ.512:NS
pc <= { pc[26:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 26, 0)]"
"SEQ_BLK.LOOP_CON.860:IF","[]"
"SEQ_BLK.356:NS
exp <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.exp', 0, 0)]"
"MULT_BLK.REG_X.1059:IF","[]"
"MEM0.155:BL
mem[A] <= D;","[('RSA_tb.RSA.MEM0.A[6:0]', 6, 0), ('RSA_tb.RSA.MEM0.D[31:0]', 31, 0)]"
"SEQ_BLK.MONTREDC_SEQ.631:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.619:IF","[]"
"SEQ_BLK.389:AS
Con = mux5_1(Con_MM, Con_MR, Con_IN, Con_C, Con_O, { Pc[9], Pc[3], Pc[1], Pc[2], Pc_MM });","[('RSA_tb.RSA.SEQ_BLK.Con[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Con_MM[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Con_MR[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Con_IN[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Con_C[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Con_O[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Pc[11:0]', 9, 9), ('RSA_tb.RSA.SEQ_BLK.Pc[11:0]', 3, 3), ('RSA_tb.RSA.SEQ_BLK.Pc[11:0]', 1, 1), ('RSA_tb.RSA.SEQ_BLK.Pc[11:0]', 2, 2), ('RSA_tb.RSA.SEQ_BLK.Pc_MM', 0, 0)]"
"SEQ_BLK.Cp_SEQ.770:AS
Hlt = pc[3];","[('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Hlt', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 3, 3)]"
"SEQ_BLK.LOOP_CON.869:BL","[]"
"SEQ_BLK.MONTMULT_SEQ.517:NS
pc <= 28'b0000000000000001000000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"MULT_BLK.REG_C.1055:IF","[]"
"MEM1.158:IF","[]"
"SEQ_BLK.LOOP_CON.896:AS
jp1 = q[4:0];","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.jp1[4:0]', 4, 0), ('RSA_tb.RSA.SEQ_BLK.LOOP_CON.q[10:0]', 4, 0)]"
"SEQ_BLK.MONTMULT_SEQ.523:IF","[]"
"SEQ_BLK.Cp_SEQ.746:AL","[]"
"SEQ_BLK.LOOP_CON.891:NS
i_me <= 10'b0000000000;","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.i_me[9:0]', 9, 0)]"
"73:NS
Krg <= { Krg[1022:0], Krg[1023] };","[('RSA_tb.RSA.Krg[1023:0]', 1023, 0), ('RSA_tb.RSA.Krg[1023:0]', 1022, 0), ('RSA_tb.RSA.Krg[1023:0]', 1023, 1023)]"
"MULT_BLK.REG_C.1054:BL","[]"
"MEM1.159:NS
Q <= mem[A];","[('RSA_tb.RSA.MEM1.Q[31:0]', 31, 0), ('RSA_tb.RSA.MEM1.A[6:0]', 6, 0)]"
"SEQ_BLK.MONTMULT_SEQ.524:NS
pc <= { pc[26:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 26, 0)]"
"SEQ_BLK.LOOP_CON.880:IF","[]"
"SEQ_BLK.START_MM.Leaf_428:AL","[]"
"SEQ_BLK.291:BL
state <= KEY_GET;
Dvldrg <= 1'b0;
Kvldrg_tmp <= 1'b0;
Mvldrg_tmp <= 1'b0;
Rst <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.state[2:0]', 2, 0), ('RSA_tb.RSA.SEQ_BLK.Dvldrg', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Kvldrg_tmp', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Mvldrg_tmp', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Rst', 0, 0)]"
"MULT_BLK.REG_C.1058:NS
q <= 32'h00000000;","[('RSA_tb.RSA.MULT_BLK.REG_C.q[31:0]', 31, 0)]"
"MEM1.Leaf_154:AL","[]"
"SEQ_BLK.393:AS
Fin = Hlt_MM | Hlt_MR | Hlt_IN | Hlt_C | Hlt_O | Start;","[('RSA_tb.RSA.SEQ_BLK.Fin', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Hlt_MM', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Hlt_MR', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Hlt_IN', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Hlt_C', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Hlt_O', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Start', 0, 0)]"
"SEQ_BLK.MONTMULT_SEQ.501:AS
zero = ~(|(i ^ 10'b0000000000));","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.zero', 0, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.i[9:0]', 9, 0)]"
"SEQ_BLK.START_O.432:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_O.rgt', 0, 0)]"
"SEQ_BLK.START_IN.Leaf_428:AL","[]"
"SEQ_BLK.LOOP_CON.883:NS
jj <= j;","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.jj[4:0]', 4, 0), ('RSA_tb.RSA.SEQ_BLK.LOOP_CON.j[4:0]', 4, 0)]"
"SEQ_BLK.225:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.534:NS
pc <= { pc[26:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 26, 0)]"
"SEQ_BLK.LOOP_CON.852:AS
q = add_in + 10'b0000000001;","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.q[10:0]', 10, 0), ('RSA_tb.RSA.SEQ_BLK.LOOP_CON.add_in[9:0]', 9, 0)]"
"MEM1.154:AL","[]"
"SEQ_BLK.INVN_SEQ.706:IF","[]"
"SEQ_BLK.280:BL
state <= IDLE;
InOutMem <= 2'b00;
count <= 5'b00000;
Rst <= 1'b1;","[('RSA_tb.RSA.SEQ_BLK.state[2:0]', 2, 0), ('RSA_tb.RSA.SEQ_BLK.InOutMem[1:0]', 1, 0), ('RSA_tb.RSA.SEQ_BLK.count[4:0]', 4, 0), ('RSA_tb.RSA.SEQ_BLK.Rst', 0, 0)]"
"SEQ_BLK.MONTREDC_SEQ.652:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.521:NS
pc <= 28'b0000000000000000100000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"SEQ_BLK.MONTMULT_SEQ.527:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.648:NS
pc <= 11'b10000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0)]"
"78:AS
Dout = r_data_m;","[('RSA_tb.RSA.Dout[31:0]', 31, 0), ('RSA_tb.RSA.r_data_m[31:0]', 31, 0)]"
"SEQ_BLK.MONTREDC_SEQ.645:IF","[]"
"MULT_BLK.REG_C.1060:NS
q <= d;","[('RSA_tb.RSA.MULT_BLK.REG_C.q[31:0]', 31, 0), ('RSA_tb.RSA.MULT_BLK.REG_C.d[31:0]', 31, 0)]"
"71:NS
Krg <= { Kin, Krg[1023:32] };","[('RSA_tb.RSA.Krg[1023:0]', 1023, 0), ('RSA_tb.RSA.Kin[31:0]', 31, 0), ('RSA_tb.RSA.Krg[1023:0]', 1023, 32)]"
"SEQ_BLK.START_C.432:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_C.rgt', 0, 0)]"
"MEM1.151:AS
MemW = (WEN == 0) & (CEN == 0);","[('RSA_tb.RSA.MEM1.MemW', 0, 0), ('RSA_tb.RSA.MEM1.WEN', 0, 0), ('RSA_tb.RSA.MEM1.CEN', 0, 0)]"
"SEQ_BLK.LOOP_CON.869:AL","[]"
"SEQ_BLK.INVN_SEQ.712:NS
pc <= { pc[5:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 6, 0), ('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 5, 0)]"
"SEQ_BLK.MONTMULT_SEQ.506:IF","[]"
"MULT_BLK.REG_X.1056:NS
q <= 32'h00000000;","[('RSA_tb.RSA.MULT_BLK.REG_X.q[31:0]', 31, 0)]"
"SEQ_BLK.START_IN.436:NS
rgt <= rgt | Pc;","[('RSA_tb.RSA.SEQ_BLK.START_IN.rgt', 0, 0), ('RSA_tb.RSA.SEQ_BLK.START_IN.Pc', 0, 0)]"
"SEQ_BLK.MODEXP_SEQ.475:IF","[]"
"SEQ_BLK.MODEXP_SEQ.469:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.637:BL","[]"
"SEQ_BLK.START_C.428:BL","[]"
"MEM0.158:IF","[]"
"SEQ_BLK.Cp_SEQ.752:IF","[]"
"SEQ_BLK.MODEXP_SEQ.478:IF","[]"
"SEQ_BLK.MODEXP_SEQ.455:AL","[]"
"SEQ_BLK.264:BL","[]"
"SEQ_BLK.INVN_SEQ.729:AS
Con = decoder(pc);","[('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.Con[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 6, 0)]"
"SEQ_BLK.MONTREDC_SEQ.617:IF","[]"
"SEQ_BLK.MODEXP_SEQ.459:NS
pc <= 12'b000000000001;","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0)]"
"SEQ_BLK.Cp_SEQ.769:AS
Con = decoder(pc);","[('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Con[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0]', 3, 0)]"
"67:BL","[]"
"SEQ_BLK.MONTREDC_SEQ.650:NS
pc <= 11'b00000000100;","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0)]"
"SEQ_BLK.LOOP_CON.Leaf_887:AL","[]"
"SEQ_BLK.Leaf_354:AL","[]"
"SEQ_BLK.START_O.434:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_O.rgt', 0, 0)]"
"SEQ_BLK.MONTREDC_SEQ.628:IF","[]"
"SEQ_BLK.START_O.430:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_O.rgt', 0, 0)]"
"SEQ_BLK.ONE_SEQ.786:AL","[]"
"SEQ_BLK.ONE_SEQ.792:NS
pc <= { pc[3:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 4, 0), ('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 3, 0)]"
"SEQ_BLK.MONTMULT_SEQ.504:IF","[]"
"SEQ_BLK.START_MM.428:BL","[]"
"SEQ_BLK.287:NS
count <= count + 1;","[('RSA_tb.RSA.SEQ_BLK.count[4:0]', 4, 0)]"
"SEQ_BLK.ONE_SEQ.789:IF","[]"
"SEQ_BLK.START_C.439:AS
Start = ~rgt & Pc;","[('RSA_tb.RSA.SEQ_BLK.START_C.Start', 0, 0), ('RSA_tb.RSA.SEQ_BLK.START_C.rgt', 0, 0), ('RSA_tb.RSA.SEQ_BLK.START_C.Pc', 0, 0)]"
"SEQ_BLK.328:AL","[]"
"SEQ_BLK.MONTREDC_SEQ.656:NS
pc <= 11'b00010000000;","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0)]"
"SEQ_BLK.MONTMULT_SEQ.590:AS
Con = decoder(pc, Sel, zero);","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Con[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Sel', 0, 0), ('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.zero', 0, 0)]"
"SEQ_BLK.LOOP_CON.881:NS
jj <= 5'b00000;","[('RSA_tb.RSA.SEQ_BLK.LOOP_CON.jj[4:0]', 4, 0)]"
"SEQ_BLK.LOOP_CON.859:AL","[]"
"SEQ_BLK.START_C.Leaf_428:AL","[]"
"SEQ_BLK.START_MR.430:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_MR.rgt', 0, 0)]"
"SEQ_BLK.MONTREDC_SEQ.629:NS
pc <= 11'b00000000001;","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0)]"
"SEQ_BLK.ONE_SEQ.790:NS
pc <= 5'b00001;","[('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 4, 0)]"
"SEQ_BLK.MODEXP_SEQ.473:NS
pc <= pc;","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0)]"
"SEQ_BLK.MONTREDC_SEQ.643:IF","[]"
"SEQ_BLK.Leaf_328:AL","[]"
"SEQ_BLK.MODEXP_SEQ.471:NS
pc <= { pc[10:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0), ('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 10, 0)]"
"SEQ_BLK.MONTMULT_SEQ.508:IF","[]"
"SEQ_BLK.START_C.433:IF","[]"
"SEQ_BLK.MODEXP_SEQ.467:NS
pc <= { pc[10:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0), ('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 10, 0)]"
"SEQ_BLK.264:CA","[]"
"SEQ_BLK.MODEXP_SEQ.461:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.528:IF","[]"
"SEQ_BLK.208:AL","[]"
"SEQ_BLK.254:IF","[]"
"SEQ_BLK.339:AS
Dvld = Dvldrg;","[('RSA_tb.RSA.SEQ_BLK.Dvld', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Dvldrg', 0, 0)]"
"SEQ_BLK.359:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.511:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.526:NS
pc <= 28'b0000000000000000010000000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"125:AS
MemCon1 = mux3_1_9(MemCon_s, MemCon_m, MemCon_i, MemCon_o, { MemSel, InOutMem });","[('RSA_tb.RSA.MemCon1[8:0]', 8, 0), ('RSA_tb.RSA.MemCon_s[8:0]', 8, 0), ('RSA_tb.RSA.MemCon_m[8:0]', 8, 0), ('RSA_tb.RSA.MemCon_i[8:0]', 8, 0), ('RSA_tb.RSA.MemCon_o[8:0]', 8, 0), ('RSA_tb.RSA.MemSel', 0, 0), ('RSA_tb.RSA.InOutMem[1:0]', 1, 0)]"
"MULT_BLK.REG_Y.1058:NS
q <= 32'h00000000;","[('RSA_tb.RSA.MULT_BLK.REG_Y.q[31:0]', 31, 0)]"
"SEQ_BLK.LOOP_CON.864:IF","[]"
"SEQ_BLK.START_MM.430:NS
rgt <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.START_MM.rgt', 0, 0)]"
"MEM0.Leaf_154:AL","[]"
"SEQ_BLK.MONTREDC_SEQ.626:IF","[]"
"SEQ_BLK.368:NS
msb <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.msb', 0, 0)]"
"SEQ_BLK.ONE_SEQ.810:AS
Con = decoder(pc);","[('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.Con[30:0]', 30, 0), ('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 4, 0)]"
"SEQ_BLK.ONE_SEQ.795:NS
pc <= { pc[3:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 4, 0), ('RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0]', 3, 0)]"
"SEQ_BLK.MONTMULT_SEQ.519:NS
pc <= 28'b0000000000000000000001000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"SEQ_BLK.242:IF","[]"
"SEQ_BLK.MODEXP_SEQ.467:IF","[]"
"SEQ_BLK.230:BL","[]"
"SEQ_BLK.MODEXP_SEQ.458:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.638:IF","[]"
"SEQ_BLK.START_O.436:NS
rgt <= rgt | Pc;","[('RSA_tb.RSA.SEQ_BLK.START_O.rgt', 0, 0), ('RSA_tb.RSA.SEQ_BLK.START_O.Pc', 0, 0)]"
"MEM0.152:AS
MemR = (WEN == 1) & (CEN == 0);","[('RSA_tb.RSA.MEM0.MemR', 0, 0), ('RSA_tb.RSA.MEM0.WEN', 0, 0), ('RSA_tb.RSA.MEM0.CEN', 0, 0)]"
"SEQ_BLK.MONTMULT_SEQ.507:NS
pc <= 28'b0000000000000000000000000001;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"SEQ_BLK.322:CA","[]"
"MULT_BLK.REG_Z.1054:BL","[]"
"SEQ_BLK.MONTREDC_SEQ.Leaf_625:AL","[]"
"SEQ_BLK.250:NS
count <= count + 1;","[('RSA_tb.RSA.SEQ_BLK.count[4:0]', 4, 0)]"
"SEQ_BLK.START_C.429:IF","[]"
"MULT_BLK.REG_C.1054:AL","[]"
"SEQ_BLK.366:NS
msb <= 1'b0;","[('RSA_tb.RSA.SEQ_BLK.msb', 0, 0)]"
"MULT_BLK.REG_Y.Leaf_1054:AL","[]"
"SEQ_BLK.MODEXP_SEQ.470:IF","[]"
"72:IF","[]"
"SEQ_BLK.MODEXP_SEQ.477:IF","[]"
"SEQ_BLK.MODEXP_SEQ.Leaf_455:AL","[]"
"MULT_BLK.REG_Z.1056:NS
q <= 32'h00000000;","[('RSA_tb.RSA.MULT_BLK.REG_Z.q[31:0]', 31, 0)]"
"SEQ_BLK.Leaf_364:AL","[]"
"70:IF","[]"
"SEQ_BLK.335:AS
BSY = BSYrg;","[('RSA_tb.RSA.SEQ_BLK.BSY', 0, 0), ('RSA_tb.RSA.SEQ_BLK.BSYrg', 0, 0)]"
"SEQ_BLK.MONTMULT_SEQ.514:NS
pc <= 28'b0000000000000000000100000000;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"SEQ_BLK.231:IF","[]"
"SEQ_BLK.MONTMULT_SEQ.522:IF","[]"
"SEQ_BLK.INVN_SEQ.709:IF","[]"
"SEQ_BLK.MONTREDC_SEQ.616:AL","[]"
"SEQ_BLK.START_IN.428:AL","[]"
